Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,n_cols,attrition_yes,attrition_no,total,attrition_rate,attrition_lift
,,,,,,,Female,High,Entry,,,,,,,,,,,,,,,,,,3,26,86,112,0.2321,1.4399
,,Sales,,,,,,,,,Low,,,,,,,,,,,High,,,,,3,13,43,56,0.2321,1.4399
,,Sales,,,,,,,,,,,,Few,,,,High,,,,,,,,,3,16,53,69,0.2319,1.4383
,,Sales,,,,,,,,,,,,,,,,,,,,,Senior,,Long,,3,16,53,69,0.2319,1.4383
,,,,,,,Female,Medium,,,,,,,,,,,,,,,,New,,,3,16,53,69,0.2319,1.4383
Young,,,,,,,,,,,,,,,,Low,,,,,Medium,,,,,,3,16,53,69,0.2319,1.4383
,,,,,,,,,,Sales Executive,Low,,,,,,,,,,,,,,,,2,16,53,69,0.2319,1.4383
,Travel_Rarely,,,,,,,,,,,,,,,,,,,,,,New,,Mid,,3,16,53,69,0.2319,1.4383
,,Sales,,,Life Sciences,,,,,,,,,,,,,,,,,,,,,New,3,16,53,69,0.2319,1.4383
,Travel_Rarely,,Near,,,,,,,Laboratory Technician,,,,,,,,,,,,,,,,,3,16,53,69,0.2319,1.4383
,,Sales,,,,,,,,Sales Executive,Low,,,,,,,,,,,,,,,,3,16,53,69,0.2319,1.4383
,,,,,,,Male,,,Sales Executive,,,,,,,,,,,,,,,,New,3,16,53,69,0.2319,1.4383
,,,,,,,,Medium,,,,,Low,,No,,,,,,,,,,,,3,16,53,69,0.2319,1.4383
,,,,,,,,,,Sales Executive,,,,Some,,,Excellent,,,,,,,,,,3,16,53,69,0.2319,1.4383
,Travel_Rarely,,,,,High,,,,,,,,,,,,,,Junior,,,,,,,3,16,53,69,0.2319,1.4383
,,,,,,Low,,,,,,Married,,,,,,,,,,,,,,New,3,16,53,69,0.2319,1.4383
Mid,,,,,,,,,,,,Married,,,,,,,,,,,New,,,,3,16,53,69,0.2319,1.4383
,,Sales,,,,,,,,,,,,,No,,,,,Junior,,,,,,,3,16,53,69,0.2319,1.4383
,,,,,,,,High,,,,,,,,,,Low,,,,,,,,New,3,16,53,69,0.2319,1.4383
,,,,,Medical,,Male,,,,,,,,,,,,,,,Medium,,,,,3,16,53,69,0.2319,1.4383
,,,,,,,,Medium,,,,,,Few,,,,,,,,,,,Recent,,3,32,106,138,0.2319,1.4383
,,Research & Development,,,,,,,,,,,,,,,,Low,,,,,,,,Mid,3,16,53,69,0.2319,1.4383
Young,,,,,,,Male,,,,,,,,,,,Very High,,,,,,,,,3,16,53,69,0.2319,1.4383
,Travel_Rarely,,,,,,,,,,,,,,,,,,No Stock,,,,,,Recent,,3,70,232,302,0.2318,1.4377
,,,,,,,,,Entry,Research Scientist,,,,,,,,,,,,,,New,,,3,35,116,151,0.2318,1.4377
,Travel_Rarely,,,,,,,,,,,,,,,,,,No Stock,Mid,,,,,,,3,54,179,233,0.2318,1.4375
,,,,,,,Male,,,,,,,,,,Excellent,,,,,,,New,,,3,83,275,358,0.2318,1.438
,Travel_Rarely,,,,,,Male,Medium,,,,,,,,,,,,,,,,,,,3,35,116,151,0.2318,1.4377
,,,,,,Low,,High,,,,,,,,,,,,,,,,,,,2,38,126,164,0.2317,1.4372
Young,,,,,,High,,,,,,,,,,,,,,,,High,,,,,3,19,63,82,0.2317,1.4372
Young,Travel_Rarely,,,,,,,,,,,,,,,Low,,,,,,,,,,,3,19,63,82,0.2317,1.4372
,,Research & Development,,,,,,,,,,,Low,,,,,,,,,Medium,,,,,3,19,63,82,0.2317,1.4372
,Travel_Rarely,,,,,,,,,,,,,Some,Yes,,,,,,,,,,,,3,19,63,82,0.2317,1.4372
,,,Near,,,,,,,,,,,,,,,,,Junior,,High,,,,,3,19,63,82,0.2317,1.4372
,,Research & Development,Near,,,Low,,,,,,,,,,,,,,,,,,,,,3,19,63,82,0.2317,1.4372
,,Research & Development,,,,,,,,,High,Single,,,,,,,,,,,,,,,3,22,73,95,0.2316,1.4364
,,,,,,,,,,,,,,,,High,,,,,Medium,,,New,,,3,22,73,95,0.2316,1.4364
Mid,,,,,,,,High,,,Low,,,,,,,,,,,,,,,,3,22,73,95,0.2316,1.4364
,,Research & Development,,,,Very High,,,,,,,,,Yes,,,,,,,,,,,,3,22,73,95,0.2316,1.4364
Young,Travel_Rarely,,,,,,Male,,,,,,,,,,,,,,,,,,,,3,41,136,177,0.2316,1.4367
,,,,,,,Male,,,,Low,,,,,Medium,,,,,,,,,,,3,22,73,95,0.2316,1.4364
Mid,,,,,,,,,,,Low,,,,,,,,,Mid,,,,,,,3,22,73,95,0.2316,1.4364
Mid,,,,,,,,,,,,,,,,,,,,Junior,,,,New,,,3,22,73,95,0.2316,1.4364
,,,Medium,,,Low,,,,,,,,,,,,,,,,,,,,,2,22,73,95,0.2316,1.4364
,,,,,,,,,,,High,,,,,,,,,,,,,,,New,2,50,166,216,0.2315,1.4358
,,,,Master,,,,,Entry,,,,,,,,,,,,,,,,,,2,28,93,121,0.2314,1.4353
,,,,,,,Female,,,,,,,,,,,,No Stock,,,,,,,,2,59,196,255,0.2314,1.4351
,,,Near,,,,,High,,,,Single,,,,,,,,,,,,,,,3,28,93,121,0.2314,1.4353
,,,,,,,,,,,,,,,,,,Low,,Mid,Medium,,,,,,3,28,93,121,0.2314,1.4353
,,,,,,,,,,,High,,,,,,,,,,,High,,New,,,3,28,93,121,0.2314,1.4353
,,,Near,,,,,,Entry,,,,,,,Medium,,,,,,,,,,,3,31,103,134,0.2313,1.4349
,,,,,,,,,,,,Married,,,Yes,,,,,,,,,,,,2,43,143,186,0.2312,1.4339
Young,,Research & Development,,,,,Male,,,,,,,,,,,,,,,,,,,,3,37,123,160,0.2312,1.4343
,,,,,Life Sciences,,,,Entry,,,,,,,,,,,,Medium,,,,,,3,37,123,160,0.2312,1.4343
Young,,Research & Development,,,,,,,,,,,,,,,Excellent,,,,,,,,,,3,49,163,212,0.2311,1.4336
,,,,,,,,,,,,Single,,,,Medium,,,No Stock,,,,,,,,3,58,193,251,0.2311,1.4333
,,,,,,,,,,,,Single,,,,Medium,,,,,,,,,,,2,58,193,251,0.2311,1.4333
,,,,,,,,,,,,Single,,,,Medium,Excellent,,,,,,,,,,3,58,193,251,0.2311,1.4333
,,,,,,High,,Medium,,,,,,,,,,,,,,,,,,Mid,3,9,30,39,0.2308,1.4314
,,,,,,,,,Entry,Sales Representative,,,,,,,,,,Mid,,,,,,,3,3,10,13,0.2308,1.4314
,,Research & Development,,,,Low,,,Mid,,,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,,,,,Mid,,,,,Many,,,,,,,,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Research Scientist,,,,,,,,,,Junior,,Very High,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,,,,Many,,,,,,,,,,,,Mid,3,3,10,13,0.2308,1.4314
,,,,Master,,,,,,Research Scientist,Medium,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,Single,,,,,,,,,Low,,,,Recent,,3,6,20,26,0.2308,1.4314
,,,,,,Very High,,Low,,,,,,,,,,,,,,,,,,New,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Sales Representative,,,,,,,,,,Mid,,High,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,Low,,,,Divorced,,,,,,,,Mid,,,,,,,3,3,10,13,0.2308,1.4314
Young,,,,,,High,,,,,,,,,,,,Medium,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,,Low,,,,,,,,Many,,,,,Low,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,Single,,,,,,,,,Low,,Senior,,,,3,3,10,13,0.2308,1.4314
,,,,,Marketing,Very High,,,,,,,High,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,Master,,,,,,Laboratory Technician,,Divorced,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,,High,,,High,,Medium,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,High,,,,,Low,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,Non-Travel,,,,,,,,,,,,,,,Low,,,,Mid,,,,,,,3,3,10,13,0.2308,1.4314
,,,Far,,,,,,,,,,,Many,,,,Medium,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,Female,,,,,Single,,,,,,,,,,,,,Long,,3,6,20,26,0.2308,1.4314
,,,,,,,,,,,,,,,,Low,,,,,Low,,Senior,,,,3,3,10,13,0.2308,1.4314
Senior,,,,,,Very High,,,,,,,,,,,,,,,,,New,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Mid,,,,,Few,,,,,,,,Medium,,,,,3,6,20,26,0.2308,1.4314
Young,,,,,,,,,,,,,,,,,,,,,,,,New,,Mid,3,6,20,26,0.2308,1.4314
,,,,,,,,,,,,Divorced,,,,,,,Medium,,,,New,,,,3,3,10,13,0.2308,1.4314
,,Research & Development,,,,,,,,,,,,,Yes,,,,,,,,,,Mid,,3,15,50,65,0.2308,1.4314
,,,,,,,Female,Low,,,,,,,,,,,,,,,Mid,,,,3,3,10,13,0.2308,1.4314
,,,,,Other,,,,Junior,,,,,,,,,,,,,,,,,New,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Human Resources,High,,,,,,,,,,,,,,,,2,3,10,13,0.2308,1.4314
,,,,,,,,,,Sales Executive,,,,,,,,,High,,,,,,Recent,,3,3,10,13,0.2308,1.4314
,,,Far,College,,,,,,,,,,Few,,,,,,,,,,,,,3,9,30,39,0.2308,1.4314
,Travel_Frequently,,,Master,,,,,,,,,,,,High,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,Master,,,,,,Laboratory Technician,,,,,,,,High,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,Master,,,,,,Manufacturing Director,,,,,,,,Very High,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,Male,,,,,Married,,,,,,,,,,Low,,,,,3,6,20,26,0.2308,1.4314
,,,,,Other,Very High,,,,,,,,,,,Excellent,,,,,,,,,,3,6,20,26,0.2308,1.4314
Young,,,,,,,,,,,,,,,,,,,,,,,,Established,Long,,3,3,10,13,0.2308,1.4314
Young,,,,,,Medium,,,,,,,,,,,,,,,,High,,,,,3,9,30,39,0.2308,1.4314
,,,,,,Medium,,,Mid,,Low,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
Mid,,,,,,Very High,,,,,,,,,,,,,,Junior,,,,,,,3,9,30,39,0.2308,1.4314
,,,,,,,,,,,,,,,,Low,,,High,,,,,,,Mid,3,3,10,13,0.2308,1.4314
,Non-Travel,,,Bachelor,,,,,,,,,,,,,,,,,,,New,,,,3,3,10,13,0.2308,1.4314
,,,Medium,,,,,,,,,,,Many,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Junior,,,,,Some,,,,,,,,,,,Long,,3,3,10,13,0.2308,1.4314
,,Sales,,,,,,,,,,,,,No,,,,High,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Sales Representative,,,,,No,High,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,Research & Development,,,Technical Degree,,,,,,,,,,,,,,,,,,,,,New,3,9,30,39,0.2308,1.4314
,,,,,Technical Degree,,,,,Sales Executive,,,Medium,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,,High,,,,Junior,,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,,Medium,,,,Mid,,,New,,,,3,15,50,65,0.2308,1.4314
,,Sales,,,Medical,,,,,,,,,,,,,,,,,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,Medium,,,,,Medium,,,,,,,,,,New,3,15,50,65,0.2308,1.4314
,,,,College,,,,,,Healthcare Representative,,,,,No,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,,,,,Low,,Medium,Low,,,,,3,6,20,26,0.2308,1.4314
,,,,,Medical,High,,,,,,,,,Yes,,,,,,,,,,,,3,9,30,39,0.2308,1.4314
,,,,,,Low,,,Mid,,Very High,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,Non-Travel,,,,,,,,,,,,,,,High,,,No Stock,,,,,,,,3,3,10,13,0.2308,1.4314
Senior,,,,,,Medium,,,Junior,,,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,,Medium,,,No Stock,,Low,,,,,,3,6,20,26,0.2308,1.4314
Senior,,,,,,,,,,,,Married,,,,,,,,,,Very High,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Entry,,,,,,,High,,,,,,,Senior,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Sales Representative,,,,,,,,,,,High,High,,,,,3,3,10,13,0.2308,1.4314
,,,Far,,,,,,,,,,,,,,Outstanding,,,Senior,,,,,,,3,3,10,13,0.2308,1.4314
,Travel_Rarely,,,,,,,,,Sales Representative,,,,,,,,,,Mid,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,Female,Very High,,,,,Low,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Junior,,,,,,,Medium,,,,,,Low,,,,,3,3,10,13,0.2308,1.4314
,,Sales,,,,,,,,,,,Medium,,,,,,High,,,,,,,,3,3,10,13,0.2308,1.4314
,,,Near,,,,,High,,Laboratory Technician,,,,,,,,,,,,,,,,,3,12,40,52,0.2308,1.4314
,,,,,,,,,Entry,,,,,,,Medium,,,,,,High,,,,,3,39,130,169,0.2308,1.4314
,Travel_Frequently,,,,,,,,,,,,,,,Low,,,,,,,,,,Long,3,3,10,13,0.2308,1.4314
,,Human Resources,,,,,,,,Human Resources,,,,,,,,,,,,,,,,,2,12,40,52,0.2308,1.4314
,,,Near,Master,,,,,,,,,,,,,,,,,,,New,,,,3,9,30,39,0.2308,1.4314
,Non-Travel,,,,Life Sciences,,,,,,,,,,Yes,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,Sales,,,,Very High,,,,,,,,,,,,Low,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Life Sciences,,,,,,Low,,,Some,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,,,,Many,,High,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,Low,Few,,,,,,,,,,,,Long,3,3,10,13,0.2308,1.4314
,,,,,Marketing,,,,,,High,,High,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,Master,,,,,Entry,,,,,,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,Human Resources,,,,,,,,,,,,Many,,,,,,,,,,,,,2,3,10,13,0.2308,1.4314
,,,,,Life Sciences,,,,,,High,,Low,,,,,,,,,,,,,,3,12,40,52,0.2308,1.4314
,Travel_Frequently,,,,,,,,,Sales Executive,,,,,,,,,,,,,Mid,,,,3,6,20,26,0.2308,1.4314
,,,,,,,,,Mid,,,,,,,Low,,,,,,,Mid,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,Yes,,,,,,,,,,Long,Long,3,6,20,26,0.2308,1.4314
,,,,,,,,,Mid,,,,,,Yes,High,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,,,Yes,,,,,,,,Senior,Established,,,3,12,40,52,0.2308,1.4314
,,,,,,,,,,Research Scientist,,,Low,,,,,,,,,High,,,,,3,21,70,91,0.2308,1.4314
,Travel_Rarely,,,,,,,,,Manufacturing Director,,,,,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,Sales,,,,,,,,,,Married,,,,,,,,,,,,,Long,,3,9,30,39,0.2308,1.4314
,,,,,,,,,,,,,,,,,,,No Stock,,,,Senior,,,Mid,3,18,60,78,0.2308,1.4314
,Travel_Frequently,,,,Marketing,,,,,,,,,,,,,,,Mid,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,Marketing,,,,,,Low,,,,,,,,Low,,,,,,,,3,3,10,13,0.2308,1.4314
,Travel_Frequently,,,,Marketing,,,,,,,,,,,,,,Low,,,,,,,,3,3,10,13,0.2308,1.4314
,Travel_Rarely,,,,Other,,,,,,,,,,,,,Medium,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,Master,,,,,Mid,,,Married,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,Human Resources,,College,,,,,,,,,,,,,,,,,,,,,,,2,3,10,13,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,,,,,,,,,,,High,,,New,,,3,9,30,39,0.2308,1.4314
Young,,,,,,,,,,,,,,,,,,,,,High,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,High,,,,Yes,,,,,,,Very High,,,,,3,3,10,13,0.2308,1.4314
,Travel_Frequently,,,,Medical,,,,,,,,,,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,Female,,,,,,,,Yes,,,,High,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Mid,,,,,,,Low,,,,,,,,New,,,3,3,10,13,0.2308,1.4314
,,,,,Other,,,,,,High,,,,,Medium,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,Very High,,,,,,,,,Yes,,,,,Mid,,,,,,,3,15,50,65,0.2308,1.4314
,,,,,,,Female,Low,,,,Married,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,Far,,,,,,,,,,,,,,Outstanding,,,,High,,,,,,3,3,10,13,0.2308,1.4314
,,,Far,,,,,,,,,,,,,,Excellent,,,,High,,,,,,3,9,30,39,0.2308,1.4314
,,Research & Development,,,,,,,,,,,Low,,,,,Medium,,,,,,,,,3,15,50,65,0.2308,1.4314
,,,Medium,,,,,,,,,,,,,Low,,,,,,,,New,,,3,12,40,52,0.2308,1.4314
,,,Near,,,,,Medium,,,,Single,,,,,,,,,,,,,,,3,15,50,65,0.2308,1.4314
,,,,Doctor,,,,,,,,,,,No,,,,No Stock,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,Bachelor,,,,,Entry,,,,,,,,,,,,,,,,Long,,3,3,10,13,0.2308,1.4314
,,,,BelowCollege,,,,,Mid,,,,,,,,,,,,,,Senior,,,,3,3,10,13,0.2308,1.4314
,,,,,Other,Very High,,,,,Very High,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
Mid,,,,,,,,,,,High,,,,,,,,,,Low,,,,,,3,6,20,26,0.2308,1.4314
Young,,,,,,Medium,,,,Sales Executive,,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,High,,Very High,,,,,,,,,,Very High,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Research Scientist,,,,Many,,,,,,Mid,,,,,,,3,6,20,26,0.2308,1.4314
Mid,,,,,,Low,,,,Research Scientist,,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,Travel_Frequently,,,,,,,,,,,,,,,High,,,,,,Medium,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Junior,,,,,,Yes,,,,,,,Very High,,,,,3,3,10,13,0.2308,1.4314
,Travel_Rarely,,,,Technical Degree,,,Medium,,,,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Medical,,,,,Research Scientist,,,,,,,,,,,Low,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,,,,,,,,Very High,,,,,Mid,,,,3,6,20,26,0.2308,1.4314
,,,Medium,,,,,Medium,,,,,,,,High,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,,,,,,,,,,,,,,,Medium,,High,,,,,New,3,3,10,13,0.2308,1.4314
,,,,,,,,,Entry,Sales Representative,,,,,,,,,Low,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Life Sciences,,,,,Sales Executive,,,,,,,,,,Junior,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,Married,,,,,,,,,,Medium,,,Long,,3,6,20,26,0.2308,1.4314
,,,Far,,,,,,,,,,,Many,,,,,,,,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,Medium,,,,,,,,,,,Some,,,,,,,,,,,Long,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,Very High,,,,,Medium,,,,,,Low,,,,,3,3,10,13,0.2308,1.4314
,,Research & Development,Far,,,,,,,,Medium,,,,,,,,,,,,,,,,3,9,30,39,0.2308,1.4314
,,,,,,,,,,,,,,,,High,,,Low,Junior,,,,,,,3,6,20,26,0.2308,1.4314
,,Sales,,,,,,,,,,,,,,,,,,,,Very High,,,,,2,12,40,52,0.2308,1.4314
,Travel_Rarely,,,,,,,,,,,,,,,High,,,,,,Low,,,,,3,3,10,13,0.2308,1.4314
,,,,,,Medium,,Medium,,,,,,,,Low,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,College,,,,,,,,,,,Yes,,Outstanding,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,,,,Some,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,Bachelor,,,,,Entry,,,,,,,,,,,Mid,,,,,,,3,24,80,104,0.2308,1.4314
,,,,,,,,,,Laboratory Technician,,,,Some,,,,Medium,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,Very High,,Medium,,,Low,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
Mid,,,,,Human Resources,,,,,,,,,,,,,,,,,,,,Recent,,3,3,10,13,0.2308,1.4314
,,,,Master,,,,,Junior,,,,,,,,,,,Junior,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,Very High,,,,,,,,Many,,,,,,,,,,Long,,,3,3,10,13,0.2308,1.4314
Mid,,,,,Technical Degree,,,,,,,,,,,,,,,,,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,,BelowCollege,,,,,Entry,,,,,,,,,,,,Medium,,,,,,3,15,50,65,0.2308,1.4314
,,,Near,,,,,,,,,,,,,Low,,,High,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,High,Many,,,,High,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,,,,,,,,,High,Few,,,,Low,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Other,,,,,Laboratory Technician,,,,,,,,,,,,,,New,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,,Low,Some,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,Sales,,,,,,,,,,,,Some,,Medium,,,,,,,,,,,3,12,40,52,0.2308,1.4314
,,,,,,,Female,,,,,,,Many,,,Outstanding,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,College,,,,,,,,,,,Yes,,,High,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,,Low,,High,,,,,,,,Medium,,,,,,,,,,,3,18,60,78,0.2308,1.4314
,,,,,,Very High,,,,,,,,Some,,,,,,,,,New,,,,3,6,20,26,0.2308,1.4314
Senior,,,,,,Low,,Medium,,,,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,Medium,,,,Divorced,,,Yes,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,Sales,,,Other,,,,,,,,,,,,,,,,Medium,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,Low,,,,,,Excellent,,,,,,,,Recent,,3,36,120,156,0.2308,1.4314
Senior,,,,,,Low,,,,,,,,,,,,,,,,,,,,Long,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Human Resources,,,,,,,Excellent,,,,,,,,Mid,,3,3,10,13,0.2308,1.4314
,,,Far,,,,,,,Research Scientist,,,,,,,,,,,,High,,,,,3,9,30,39,0.2308,1.4314
,Travel_Frequently,,Medium,,,,,,Mid,,,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,Medical,,,Medium,,,Medium,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Medical,,,Medium,,,Low,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,Medium,,,,,,,Sales Executive,,,,,,,,,,,,Medium,,,,,3,6,20,26,0.2308,1.4314
,,,Medium,,,,,,Mid,,,,,,,,,,,,,Very High,,,,,3,3,10,13,0.2308,1.4314
Young,,,,,,,,,,Research Scientist,,,,,,,,,,,,,Senior,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Junior,,Low,,,,,,,,No Stock,,,,,,,,3,9,30,39,0.2308,1.4314
,,,Far,Bachelor,,High,,,,,,,,,,,,,,,,,,,,,3,9,30,39,0.2308,1.4314
,,,,,,High,,,,,,Single,,,,,,,,,,Very High,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,Male,,,Research Scientist,,,,,,,,Low,,,,,,,,,3,9,30,39,0.2308,1.4314
,,,,College,,,,,,,,Married,,Many,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,Medium,,,,,Low,,,,,,,Medium,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Manager,,,,,,,,Very High,Low,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,Mid,,Medium,,,,,,,,No Stock,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,Low,,,,,,Some,,,,,,,,,,New,,,3,3,10,13,0.2308,1.4314
,,,,,,High,,,,,High,,,,,,,,No Stock,,,,,,,,3,12,40,52,0.2308,1.4314
,Travel_Rarely,,Medium,,,Low,,,,,,,,,,,,,,,,,,,,,3,15,50,65,0.2308,1.4314
,Travel_Frequently,,Far,,,High,,,,,,,,,,,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Other,,,Medium,Entry,,,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,Low,,,,,,,,,,,,Mid,,Mid,,3,3,10,13,0.2308,1.4314
,,,,,,Medium,,,,,Low,,,,,,,,,Senior,,,,,,,3,3,10,13,0.2308,1.4314
,Travel_Rarely,Human Resources,,,,,,,,,,,,,,Low,,,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,Manufacturing Director,,,,,,,,Low,,,,,,,Recent,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,Single,High,,,Low,,,,,,,,,,,3,6,20,26,0.2308,1.4314
,,,,,Marketing,,,,Mid,,,,,,,,,,,,,,,,Recent,,3,3,10,13,0.2308,1.4314
,,,,,,,,,,,,Divorced,Low,,,,Outstanding,,,,,,,,,,3,3,10,13,0.2308,1.4314
Senior,,,,,,,,,Junior,,,,,,,,,Low,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,Far,Bachelor,,,,Low,,,,,,,,,,,,,,,,,,,3,3,10,13,0.2308,1.4314
Senior,,,,,,,,,Mid,,,,,,,,,Medium,,,,,,,,,3,3,10,13,0.2308,1.4314
,,,,,,,,Very High,,,,,,Many,,,,,,Mid,,,,,,,3,3,10,13,0.2308,1.4314
,,Research & Development,,College,,,,,,,,,,,,,,,,,Low,,,,,,3,3,10,13,0.2308,1.4314
,,,,,Technical Degree,,Male,High,,,,,,,,,,,,,,,,,,,3,12,40,52,0.2308,1.4314
